COD_MUNICIPIO_TSE;UF;MUNICIPIO;ELEITORADO APTO;FEMININO;MASCULINO;NÃO INFORMADO;16 ANOS;17 ANOS;18 A 20 ANOS;21 A 24 ANOS;25 A 34 ANOS;35 A 44 ANOS;45 A 59 ANOS;60 A 69 ANOS;70 A 79 ANOS;SUPERIOR A 79 ANOS;INVÁLIDA
20010;PB;CUBATI;5977;3094;2883;0;88;136;439;533;1346;1140;1294;538;347;116;0
20036;PB;CUITÉ;17013;8820;8191;2;191;279;1070;1384;3718;3099;3649;1590;1178;854;1
19089;PB;CUITÉ DE MAMANGUAPE;6582;3228;3354;0;130;163;600;685;1581;1214;1346;551;248;64;0
20052;PB;CUITEGI;5380;2758;2622;0;98;141;387;530;1232;1063;1023;486;310;110;0
19100;PB;CURRAL DE CIMA;4592;2261;2331;0;78;136;333;426;976;949;918;463;235;77;1
20079;PB;CURRAL VELHO;2022;972;1050;0;36;49;156;189;452;413;431;168;97;31;0
19275;PB;DAMIÃO;4688;2299;2389;0;102;117;382;470;1163;872;839;376;246;121;0
20095;PB;DESTERRO;6125;3215;2910;0;104;132;470;578;1294;1162;1271;608;391;115;0
20133;PB;DIAMANTE;5218;2617;2601;0;95;86;387;478;1182;1027;1110;513;257;83;0
20150;PB;DONA INÊS;7933;3958;3975;0;171;237;648;725;1722;1462;1626;790;418;134;0
20176;PB;DUAS ESTRADAS;3696;1910;1786;0;57;68;279;380;867;590;745;345;265;100;0
20192;PB;EMAS;3001;1527;1474;0;70;74;231;247;721;654;547;270;142;45;0
20214;PB;ESPERANÇA;22885;12042;10843;0;322;480;1693;1964;5122;4661;4973;2113;1245;312;0
20230;PB;FAGUNDES;10204;5227;4977;0;187;194;694;1073;2366;1678;1986;1084;664;276;2
20257;PB;FREI MARTINHO;2907;1450;1457;0;47;53;183;195;636;541;616;297;215;124;0
19623;PB;GADO BRAVO;7407;3719;3687;1;123;163;568;843;1786;1195;1448;730;385;164;2
20273;PB;GUARABIRA;38459;20893;17566;0;342;596;2536;3450;8570;7863;8668;3413;2103;914;4
20290;PB;GURINHÉM;11884;5980;5904;0;167;211;758;1061;2582;2495;2459;970;755;424;2
20311;PB;GURJÃO;2912;1491;1421;0;45;58;211;228;599;529;677;301;171;93;0
20338;PB;IBIARA;5587;2800;2785;2;85;95;398;481;1203;1006;1219;559;371;170;0
19534;PB;IGARACY;5243;2709;2534;0;114;125;400;470;1083;915;1193;559;309;74;1
20354;PB;IMACULADA;7958;4058;3900;0;235;248;674;713;1734;1530;1600;711;394;118;1
20370;PB;INGÁ;14554;7539;7015;0;209;284;1071;1477;3189;2725;2938;1459;854;345;3
20397;PB;ITABAIANA;20042;10592;9446;4;206;308;1135;1642;4322;4012;4555;1952;1318;591;1
20419;PB;ITAPORANGA;15849;8232;7617;0;239;343;1086;1419;3594;3305;3346;1512;788;216;1
20435;PB;ITAPOROROCA;11720;6003;5717;0;148;204;794;1140;2719;2342;2480;1121;616;156;0
20451;PB;ITATUBA;8554;4354;4200;0;139;176;609;839;2011;1583;1696;857;473;171;0
20478;PB;JACARAÚ;12109;6238;5871;0;188;243;881;1108;2638;2263;2602;1189;771;226;0
20494;PB;JERICÓ;6641;3416;3225;0;124;112;420;595;1397;1179;1461;709;449;195;0
20516;PB;JOÃO PESSOA;489028;271679;217349;0;917;2658;26769;43427;115839;105206;122129;48105;19494;4469;15
19666;PB;JOCA CLAUDINO;2825;1442;1383;0;51;38;181;249;717;501;554;289;163;82;0
20532;PB;JUAREZ TÁVORA;7207;3657;3549;1;139;175;511;705;1691;1361;1459;507;421;238;0
20559;PB;JUAZEIRINHO;12098;6248;5850;0;141;254;899;1129;2986;2388;2357;1045;630;268;1
20575;PB;JUNCO DO SERIDÓ;4920;2487;2433;0;79;83;329;439;1143;967;1057;507;251;65;0
20591;PB;JURIPIRANGA;10026;5121;4905;0;186;219;673;1090;2438;1972;1886;799;543;220;0
20613;PB;JURU;7948;4036;3912;0;140;143;600;819;1737;1450;1624;823;432;179;1
20630;PB;LAGOA;4258;2153;2105;0;81;72;277;350;926;823;916;461;261;90;1
20656;PB;LAGOA DE DENTRO;6012;3092;2920;0;113;143;437;567;1208;1071;1332;588;416;136;1
20672;PB;LAGOA SECA;18878;9833;9045;0;190;273;1251;1824;4361;3851;4256;1736;924;212;0
20699;PB;LASTRO;3529;1735;1794;0;82;58;213;309;825;719;701;383;192;47;0
20710;PB;LIVRAMENTO;5406;2801;2605;0;103;151;402;445;1168;1041;1055;561;317;162;1
19160;PB;LOGRADOURO;3228;1641;1587;0;63;59;253;322;765;635;645;270;164;52;0
20737;PB;LUCENA;10939;5575;5364;0;194;256;849;1018;2431;2339;2393;955;385;118;1
20753;PB;MÃE D'ÁGUA;3884;1989;1895;0;84;70;276;313;915;705;844;383;191;103;0
20770;PB;MALTA;5144;2650;2494;0;94;92;360;432;1081;967;1103;526;313;175;1
20796;PB;MAMANGUAPE;29999;15663;14336;0;283;485;2151;3076;6964;6054;6508;2693;1345;439;1
20818;PB;MANAÍRA;8931;4385;4546;0;151;143;607;864;2085;1683;1739;760;544;353;2
19968;PB;MARCAÇÃO;6549;3299;3250;0;110;135;484;757;1638;1214;1232;491;281;205;2
20834;PB;MARI;17261;8996;8265;0;231;295;1067;1457;3911;3377;3547;1657;1095;624;0
19461;PB;MARIZÓPOLIS;5123;2617;2506;0;66;109;327;426;1158;1048;1155;528;239;67;0
20850;PB;MASSARANDUBA;10527;5523;5004;0;181;231;789;1098;2264;2049;2244;956;562;151;2
20877;PB;MATARACA;7383;3657;3726;0;158;208;635;808;1861;1506;1371;539;250;47;0
19143;PB;MATINHAS;3980;2048;1932;0;75;123;315;366;918;732;848;333;188;82;0
19488;PB;MATO GROSSO;2977;1518;1459;0;56;62;191;305;736;562;607;246;144;68;0
19984;PB;MATURÉIA;4950;2537;2413;0;89;113;410;525;1201;946;952;411;254;49;0
20893;PB;MOGEIRO;11886;5929;5957;0;165;230;775;1129;2900;2308;2328;940;681;427;3
20915;PB;MONTADAS;4082;2046;2036;0;81;100;307;359;962;810;804;387;222;50;0
20931;PB;MONTE HOREBE;4043;2042;2001;0;82;85;269;421;937;767;793;392;220;77;0
20958;PB;MONTEIRO;22844;11966;10878;0;206;447;1571;1939;4748;4536;5378;2372;1289;356;2
20974;PB;MULUNGU;9396;4762;4634;0;197;189;620;833;2176;1923;1921;788;519;230;0
20990;PB;NATUBA;7042;3695;3347;0;135;143;454;693;1727;1211;1284;679;431;285;0
21016;PB;NAZAREZINHO;5782;2844;2938;0;100;95;395;491;1198;1161;1269;674;331;68;0
21032;PB;NOVA FLORESTA;8108;4258;3849;1;146;162;582;770;1777;1430;1595;733;537;375;1
21059;PB;NOVA OLINDA;4811;2457;2354;0;132;115;387;452;1043;857;981;486;253;105;0
21075;PB;NOVA PALMEIRA;3468;1740;1728;0;60;71;205;284;793;681;730;327;206;111;0
21091;PB;OLHO D'ÁGUA;6385;3263;3122;0;158;144;514;557;1414;1173;1339;677;321;87;1
21113;PB;OLIVEDOS;3428;1682;1746;0;70;86;252;289;720;680;739;298;200;94;0
21130;PB;OURO VELHO;2929;1504;1425;0;37;56;178;266;657;524;692;279;161;79;0
19720;PB;PARARI;2048;1030;1018;0;23;40;125;155;446;379;482;230;100;68;0
21156;PB;PASSAGEM;2220;1123;1097;0;43;46;149;185;557;430;453;206;110;41;0
21172;PB;PATOS;61044;33941;27103;0;424;867;3963;5271;14017;12989;14015;5877;2897;716;8
21199;PB;PAULISTA;9299;4782;4517;0;171;177;570;755;2015;1805;2161;1057;464;124;0
21210;PB;PEDRA BRANCA;3577;1834;1743;0;72;87;285;311;796;703;719;346;171;86;1
21237;PB;PEDRA LAVRADA;6022;2980;3042;0;89;89;349;445;1415;1135;1317;614;398;170;1
21253;PB;PEDRAS DE FOGO;21269;11045;10224;0;273;407;1539;2148;5204;4418;4318;1801;899;262;0
19747;PB;PEDRO RÉGIS;4513;2243;2270;0;70;119;345;428;1016;901;893;403;265;73;0
21270;PB;PIANCÓ;12085;6504;5581;0;146;210;716;1058;2508;2325;2716;1323;749;333;1
21296;PB;PICUÍ;14832;7692;7140;0;159;213;999;1313;3219;2777;3195;1378;934;643;2
21318;PB;PILAR;9702;4955;4747;0;107;179;692;880;2222;1980;1961;891;533;257;0
21334;PB;PILÕES;6321;3222;3099;0;89;137;459;583;1614;1227;1221;553;308;129;1
21350;PB;PILÕEZINHOS;4761;2412;2349;0;97;110;318;450;1127;960;943;467;205;84;0
21377;PB;PIRPIRITUBA;8049;4101;3948;0;128;148;521;757;1808;1533;1670;722;467;295;0
21393;PB;PITIMBU;11642;5880;5759;3;199;268;779;1092;2766;2481;2414;919;455;269;0
21415;PB;POCINHOS;13720;7069;6651;0;148;195;874;1231;3045;2751;2860;1282;840;492;2
19640;PB;POÇO DANTAS;3782;1826;1956;0;79;73;281;412;956;657;731;292;193;107;1
19526;PB;POÇO DE JOSÉ DE MOURA;4074;2049;2025;0;75;74;242;366;861;727;854;462;290;123;0
21431;PB;POMBAL;23705;12781;10924;0;341;436;1480;1895;4917;4580;5382;2624;1536;514;0
21458;PB;PRATA;3760;1867;1893;0;60;66;222;315;834;697;830;372;231;133;0
21474;PB;PRINCESA ISABEL;15827;8439;7388;0;226;288;1117;1445;3651;3070;3121;1410;946;553;0
21490;PB;PUXINANÃ;11278;5899;5379;0;150;189;706;973;2621;2195;2357;1072;669;346;0
21512;PB;QUEIMADAS;34603;17903;16700;0;352;572;2464;3420;8217;6541;7129;2978;1872;1057;1
21539;PB;QUIXABA;1879;920;959;0;28;40;136;158;398;409;401;170;107;32;0
21555;PB;REMÍGIO;12692;6802;5890;0;166;256;854;1119;2826;2387;2726;1208;828;322;0
19208;PB;RIACHÃO;3371;1698;1673;0;64;57;235;355;853;657;594;300;170;86;0
19127;PB;RIACHÃO DO BACAMARTE;4615;2331;2284;0;93;122;303;457;1088;886;906;383;263;114;0
19003;PB;RIACHÃO DO POÇO;4381;2199;2182;0;80;94;291;392;1012;932;831;417;248;83;1
19828;PB;RIACHO DE SANTO ANTÔNIO;2073;1011;1062;0;48;40;156;218;523;395;418;157;87;30;1
21571;PB;RIACHO DOS CAVALOS;7508;3746;3762;0;138;142;459;668;1752;1430;1623;765;377;154;0
21598;PB;RIO TINTO;19061;9782;9279;0;177;299;1074;1697;4005;3740;4290;1864;1044;871;0
21610;PB;SALGADINHO;2810;1387;1423;0;54;76;230;269;679;581;522;228;134;37;0
21636;PB;SALGADO DE SÃO FÉLIX;11385;5802;5582;1;182;200;673;1004;2528;2009;2252;1146;817;572;2
20001;PB;SANTA CECÍLIA;6614;3216;3398;0;125;147;508;691;1611;1218;1194;513;344;263;0
21652;PB;SANTA CRUZ;5302;2650;2652;0;87;89;281;374;957;1000;1284;681;402;147;0
21679;PB;SANTA HELENA;5663;2905;2758;0;86;104;316;476;1180;1027;1195;645;421;213;0
19569;PB;SANTA INÊS;3951;1909;2042;0;54;61;258;414;976;782;803;323;204;76;0
21695;PB;SANTA LUZIA;10852;5666;5186;0;125;195;721;899;2266;2193;2516;1181;591;164;1
21750;PB;SANTA RITA;88677;47263;41414;0;639;1588;6176;8417;20637;19980;20295;7427;2942;575;1
21776;PB;SANTA TERESINHA;4764;2419;2345;0;78;132;334;380;971;1028;1059;459;246;77;0
21717;PB;SANTANA DE MANGUEIRA;4783;2366;2417;0;75;97;357;437;1133;908;934;449;289;104;0
21733;PB;SANTANA DOS GARROTES;5943;3121;2822;0;94;115;412;481;1147;1032;1367;710;390;195;0
19267;PB;SANTO ANDRÉ;2584;1322;1262;0;36;39;140;203;511;482;584;324;169;95;1
19402;PB;SÃO BENTINHO;3340;1724;1616;0;58;64;205;289;735;666;716;360;191;55;1
21792;PB;SÃO BENTO;26218;13578;12640;0;495;454;1842;2428;6085;5552;5401;2123;1154;681;3
19429;PB;SÃO DOMINGOS DE POMBAL;2783;1445;1338;0;59;55;168;226;588;545;602;312;181;46;1
19224;PB;SÃO DOMINGOS DO CARIRI;2659;1339;1320;0;57;49;200;224;540;486;627;248;154;74;0
19860;PB;SÃO FRANCISCO;3633;1821;1812;0;59;64;200;270;736;700;805;436;269;94;0
21814;PB;SÃO JOÃO DO CARIRI;3967;2066;1901;0;50;70;237;305;770;726;905;487;254;163;0
19135;PB;SÃO JOÃO DO RIO DO PEIXE;14685;7616;7069;0;176;222;812;1148;3088;2781;3157;1604;1065;631;1
21830;PB;SÃO JOÃO DO TIGRE;3548;1761;1787;0;89;96;287;311;720;631;826;348;204;36;0
21857;PB;SÃO JOSÉ DA LAGOA TAPADA;6074;3115;2959;0;77;100;374;521;1303;1125;1327;724;382;141;0
21873;PB;SÃO JOSÉ DE CAIANA;4587;2289;2298;0;93;110;390;453;1035;879;869;484;216;58;0
21890;PB;SÃO JOSÉ DE ESPINHARAS;3811;1839;1972;0;56;74;227;294;806;703;900;436;265;50;0
21911;PB;SÃO JOSÉ DE PIRANHAS;15486;7863;7623;0;228;307;978;1376;3523;2826;3185;1549;1011;502;1
19445;PB;SÃO JOSÉ DE PRINCESA;3596;1819;1777;0;58;54;213;326;808;698;702;354;259;124;0
21938;PB;SÃO JOSÉ DO BONFIM;3320;1668;1652;0;53;53;249;268;735;701;708;312;170;71;0
19542;PB;SÃO JOSÉ DO BREJO DO CRUZ;1953;943;1010;0;38;41;132;161;430;391;412;183;105;59;1
21954;PB;SÃO JOSÉ DO SABUGI;3622;1771;1851;0;66;57;259;316;780;715;804;364;212;49;0
21970;PB;SÃO JOSÉ DOS CORDEIROS;2983;1510;1473;0;36;52;184;205;626;555;681;368;204;72;0
19046;PB;SÃO JOSÉ DOS RAMOS;5182;2588;2594;0;113;120;366;538;1294;1026;986;402;232;104;1
21997;PB;SÃO MAMEDE;6258;3219;3039;0;88;110;343;385;1214;1212;1479;836;446;145;0
22012;PB;SÃO MIGUEL DE TAIPU;5920;2990;2930;0;104;134;448;564;1452;1152;1146;490;297;133;0
22039;PB;SÃO SEBASTIÃO DE LAGOA DE ROÇA;8256;4323;3933;0;138;189;558;725;1706;1675;1848;789;469;159;0
22055;PB;SÃO SEBASTIÃO DO UMBUZEIRO;2834;1438;1396;0;44;66;189;256;596;484;647;315;170;67;0
22098;PB;SÃO VICENTE DO SERIDÓ;7964;4077;3887;0;145;186;676;805;1896;1423;1503;683;441;206;0
22071;PB;SAPÉ;38960;20150;18800;10;282;587;2363;3380;8692;7816;8310;3537;2327;1658;8
22110;PB;SERRA BRANCA;9559;5040;4519;0;95;132;545;757;1869;1747;2256;1101;722;335;0
22136;PB;SERRA DA RAIZ;2537;1263;1274;0;50;49;206;228;600;493;509;233;139;30;0
22152;PB;SERRA GRANDE;3170;1544;1626;0;75;88;240;332;763;590;593;282;144;63;0
22179;PB;SERRA REDONDA;6653;3423;3230;0;100;135;398;604;1464;1177;1427;605;422;319;2
22195;PB;SERRARIA;4786;2434;2352;0;84;82;355;478;1055;827;983;467;347;108;0
19186;PB;SERTÃOZINHO;4279;2209;2069;1;83;80;300;388;943;854;816;379;303;131;2
19020;PB;SOBRADO;7287;3683;3604;0;83;143;452;682;1642;1474;1543;619;426;223;0
22217;PB;SOLÂNEA;22747;12184;10559;4;250;354;1418;1869;4857;4365;4758;2161;1583;1129;3
22233;PB;SOLEDADE;10328;5387;4941;0;88;165;712;898;2255;2113;2253;1005;618;221;0
19283;PB;SOSSÊGO;3109;1519;1590;0;58;54;229;308;709;592;650;265;157;87;0
22250;PB;SOUSA;43564;23270;20294;0;413;756;2721;3497;9428;9279;10105;4444;2337;582;2
22276;PB;SUMÉ;12143;6342;5801;0;116;181;734;982;2530;2326;2852;1338;802;281;1
22292;PB;TACIMA;7818;3874;3943;1;126;143;507;690;1678;1512;1566;693;557;345;1
22314;PB;TAPEROÁ;10176;5338;4838;0;138;203;698;895;2177;1857;2160;1088;690;269;1
22330;PB;TAVARES;11773;6156;5617;0;207;214;855;1214;2696;2142;2280;1097;708;358;2
22357;PB;TEIXEIRA;10262;5451;4811;0;150;210;737;922;2443;2044;2130;998;477;149;2
19682;PB;TENÓRIO;2514;1218;1296;0;50;54;179;255;651;482;471;219;114;39;0
22373;PB;TRIUNFO;7598;3894;3704;0;134;117;460;697;1707;1306;1516;812;481;368;0
22390;PB;UIRAÚNA;11600;6134;5465;1;135;191;678;916;2470;1958;2517;1301;877;556;1
22411;PB;UMBUZEIRO;6809;3476;3333;0;106;119;478;723;1601;1113;1337;654;436;241;1
22438;PB;VÁRZEA;2336;1195;1141;0;41;51;125;169;496;459;537;244;170;44;0
19887;PB;VIEIRÓPOLIS;4747;2399;2348;0;71;91;273;372;978;964;1017;562;339;80;0
20117;PB;VISTA SERRANA;3117;1585;1532;0;61;59;190;282;753;685;603;250;164;70;0
19348;PB;ZABELÊ;2002;1032;970;0;35;47;145;153;442;379;458;193;112;38;0
26310;PE;ABREU E LIMA;79789;42736;36991;62;428;926;4524;6402;17468;17441;19531;7354;3461;2245;9
23019;PE;AFOGADOS DA INGAZEIRA;26726;14344;12382;0;305;401;1890;2398;5855;5257;5863;2717;1475;562;3
23035;PE;AFRÂNIO;15776;8041;7729;6;292;337;1176;1445;3592;3236;3170;1337;810;381;0
23051;PE;AGRESTINA;20502;10872;9620;10;309;441;1422;1955;4765;3915;4049;1746;1229;669;2
23078;PE;ÁGUA PRETA;23277;11701;11568;8;374;506;1674;2153;5481;4584;4656;1855;1194;798;2
23094;PE;ÁGUAS BELAS;30896;16160;14713;23;432;665;2440;3211;7206;5607;5893;2968;1853;619;2
23116;PE;ALAGOINHA;12006;6066;5936;4;220;237;816;1030;2565;2257;2549;1077;804;449;2
23132;PE;ALIANÇA;26491;13836;12655;0;266;514;1861;2603;6198;5477;5860;2489;1020;201;2
23159;PE;ALTINHO;15583;8028;7555;0;193;315;1051;1329;3425;3027;3507;1582;948;204;2
23175;PE;AMARAJI;15505;7990;7515;0;144;236;1107;1520;3898;3307;3345;1237;563;147;1
23191;PE;ANGELIM;8659;4509;4146;4;104;166;577;780;1961;1697;1638;815;583;337;1
23205;PE;ARAÇOIABA;14546;7394;7152;0;231;352;1093;1531;3642;3055;3079;1058;409;94;2
23213;PE;ARARIPINA;53291;28477;24814;0;840;1100;4718;5023;12667;10406;11145;4378;2453;554;7
23230;PE;ARCOVERDE;44218;24351;19867;0;341;655;2897;4065;10117;9045;10105;4151;2278;563;1
23256;PE;BARRA DE GUABIRABA;10540;5228;5296;16;229;199;711;1015;2352;2095;2068;789;555;526;1
23272;PE;BARREIROS;29528;15837;13691;0;337;515;2114;2927;7038;6267;6383;2424;1208;314;1
23299;PE;BELÉM DE MARIA;9260;4670;4581;9;194;219;676;876;2181;1716;1791;817;549;240;1
23310;PE;BELÉM DE SÃO FRANCISCO;15439;8194;7230;15;249;340;1148;1533;3591;2914;3170;1318;768;406;2
23337;PE;BELO JARDIM;60062;31528;28479;55;805;1105;4142;5703;13573;11474;12433;5126;3329;2365;7
23353;PE;BETÂNIA;10122;5245;4876;1;152;199;715;870;2288;1961;1909;1011;673;342;2
23370;PE;BEZERROS;41946;23190;18756;0;318;646;2614;3537;8853;8622;9480;4643;2433;797;3
23396;PE;BODOCÓ;26593;13477;13105;11;593;627;2199;2532;6372;4814;5113;2295;1328;719;1
23418;PE;BOM CONSELHO;35457;18951;16488;18;444;680;2558;3144;7624;6533;6798;3487;2408;1779;2
23434;PE;BOM JARDIM;26752;14059;12693;0;453;684;1973;2571;5909;5428;5990;2633;939;171;1
23450;PE;BONITO;27285;14479;12806;0;336;563;2047;2643;6168;5309;6032;2725;1183;277;2
23477;PE;BREJÃO;8592;4432;4160;0;161;240;716;811;1932;1733;1710;834;378;77;0
23493;PE;BREJINHO;7087;3625;3459;3;129;113;462;624;1710;1238;1493;639;455;224;0
23515;PE;BREJO DA MADRE DE DEUS;31576;16482;15066;28;422;599;2004;3058;7373;6108;6273;2701;1721;1316;1
23531;PE;BUENOS AIRES;11399;5769;5626;4;176;227;706;961;2840;2379;2329;1056;545;179;1
23558;PE;BUÍQUE;38492;20049;18397;46;530;814;2958;3806;8722;7052;7401;3380;2315;1509;5
23574;PE;CABO DE SANTO AGOSTINHO;162229;84206;77870;153;1122;2186;10561;14950;37987;35695;35814;13453;6469;3986;6
23590;PE;CABROBÓ;24451;12740;11690;21;422;489;1670;2269;5635;4879;5042;1912;1176;955;2
23612;PE;CACHOEIRINHA;14826;7902;6924;0;210;272;1023;1363;3367;2812;3284;1354;874;267;0
23639;PE;CAETÉS;19715;10382;9327;6;304;424;1488;1983;4806;3421;3559;1768;1206;756;0
23655;PE;CALÇADO;8198;4082;4109;7;146;151;583;801;1891;1509;1589;738;449;341;0
23671;PE;CALUMBI;6602;3391;3206;5;113;148;442;615;1598;1234;1270;603;415;163;1
26298;PE;CAMARAGIBE;121877;64530;57217;130;600;1271;6707;10580;26782;27582;29080;10629;5511;3126;9
23698;PE;CAMOCIM DE SÃO FÉLIX;13419;7115;6304;0;247;336;973;1297;3094;2629;2929;1216;552;146;0
23710;PE;CAMUTANGA;7038;3562;3476;0;138;155;570;661;1506;1423;1538;627;341;78;1
23736;PE;CANHOTINHO;15900;8378;7522;0;245;312;1273;1492;3437;3042;3350;1629;862;257;1
23752;PE;CAPOEIRAS;16133;8233;7892;8;215;308;1032;1492;3683;2946;3190;1497;1061;707;2
23779;PE;CARNAÍBA;14170;7339;6831;0;234;262;1062;1330;2945;2768;3132;1435;753;248;1
23167;PE;CARNAUBEIRA DA PENHA;11026;5408;5617;1;264;275;903;1211;2703;1970;1827;880;525;468;0
23795;PE;CARPINA;56290;30158;26073;59;443;754;3290;4679;12117;12060;13144;5334;2690;1778;1
23817;PE;CARUARU;209898;116112;93786;0;844;1895;11222;20040;51101;45332;49081;18353;9549;2474;7
23221;PE;CASINHAS;12908;6702;6197;9;210;208;793;1189;2983;2353;2555;1228;722;666;1
23833;PE;CATENDE;24085;12737;11348;0;261;464;1771;2406;5835;4722;5300;2107;967;251;1
23850;PE;CEDRO;9720;4967;4745;8;203;200;769;949;2252;1695;1916;755;540;440;1
23876;PE;CHÃ DE ALEGRIA;10965;5685;5269;11;154;246;723;1079;2804;2233;2097;968;496;162;3
23892;PE;CHÃ GRANDE;17923;9186;8727;10;227;260;1082;1580;4161;3810;3576;1682;1038;505;2
23914;PE;CONDADO;19912;10375;9507;30;227;363;1368;1809;4368;4074;4287;1740;1024;651;1
23930;PE;CORRENTES;13499;7036;6455;8;203;259;850;1217;2964;2414;2488;1355;841;908;0
23957;PE;CORTÊS;11211;5667;5535;9;190;247;809;1145;2894;2227;2221;862;428;187;1
23973;PE;CUMARU;15200;7740;7415;45;210;232;798;1112;3378;3044;3172;1541;983;729;1
23990;PE;CUPIRA;18502;10069;8433;0;206;351;1249;1877;4110;3563;3753;1899;1082;411;1
24015;PE;CUSTÓDIA;25770;13527;12243;0;328;458;1788;2302;5753;4766;5604;2616;1471;684;0
23140;PE;DORMENTES;15287;7427;7848;12;310;287;1096;1344;3536;3091;3132;1268;737;485;1
24031;PE;ESCADA;44367;23217;21150;0;275;530;3026;4560;11099;9657;10168;3475;1362;212;3
24058;PE;EXU;29526;15225;14282;19;456;593;2093;2701;6743;5405;5964;2508;1701;1353;9
24074;PE;FEIRA NOVA;17508;9329;8159;20;336;356;1209;1551;3965;3488;3556;1754;889;404;0
24090;PE;FERREIROS;9014;4611;4403;0;136;186;626;816;2069;1855;1902;892;438;92;2
24112;PE;FLORES;16915;8762;8140;13;280;278;1102;1508;3656;3002;3710;1727;1146;503;3
24139;PE;FLORESTA;23084;12034;11042;8;322;424;1722;2366;5260;4342;4447;1859;1276;1066;0
24155;PE;FREI MIGUELINHO;12546;6527;6004;15;227;213;741;1021;2667;2321;2579;1453;939;385;0
24171;PE;GAMELEIRA;17717;8912;8800;5;277;367;1215;1741;4126;3472;3521;1411;936;650;1
24198;PE;GARANHUNS;85556;47161;38395;0;522;1139;5763;8044;20339;17965;18861;8225;3828;868;2
24210;PE;GLÓRIA DO GOITÁ;20174;10717;9457;0;219;434;1444;2017;4859;4116;4232;1859;811;182;1
24236;PE;GOIANA;56291;29538;26753;0;604;915;3611;5259;13147;12369;13152;4903;1960;367;4
24252;PE;GRANITO;6477;3187;3287;3;147;142;535;620;1539;1226;1231;482;356;199;0
24279;PE;GRAVATÁ;62804;33241;29509;54;360;673;3465;5540;14010;12759;13829;5907;3601;2653;7
24295;PE;IATI;15701;8006;7665;30;295;346;1113;1469;3547;2875;2911;1474;975;693;3
24317;PE;IBIMIRIM;19872;10263;9600;9;299;390;1575;2187;4872;3384;3908;1816;970;468;3
24333;PE;IBIRAJUBA;6433;3306;3127;0;91;141;430;557;1343;1169;1326;666;489;220;1
24350;PE;IGARASSU;75073;39964;35109;0;523;1031;5015;7064;17147;16483;18092;6390;2657;667;4
24376;PE;IGUARACI;8234;4176;4058;0;113;153;576;620;1706;1530;2028;949;445;114;0
24511;PE;ILHA DE ITAMARACÁ;16565;8614;7951;0;132;233;1022;1472;3515;3468;4086;1713;746;177;1
24392;PE;INAJÁ;13014;6653;6342;19;296;323;1091;1449;3198;2279;2354;943;600;481;0
24414;PE;INGAZEIRA;3714;1858;1856;0;63;86;264;340;793;673;880;379;185;51;0
24430;PE;IPOJUCA;66469;34255;32214;0;653;1224;5091;7065;17685;14945;13973;4232;1369;230;2
24457;PE;IPUBI;22177;11285;10878;14;463;521;1882;2106;5258;4114;4109;1663;1188;870;3
24473;PE;ITACURUBA;4532;2304;2217;11;91;107;348;416;1167;926;876;316;203;82;0
24490;PE;ITAÍBA;17267;9053;8214;0;288;402;1417;1690;3806;3207;3659;1758;806;233;1
25976;PE;ITAMBÉ;22490;11721;10769;0;259;396;1593;2222;5534;4762;4768;1949;852;154;1
24538;PE;ITAPETIM;11911;6168;5730;13;166;196;705;972;2624;2082;2509;1360;853;443;1
26336;PE;ITAPISSUMA;17184;9244;7940;0;222;278;1108;1678;4134;3709;3811;1400;657;185;2
24554;PE;ITAQUITINGA;13798;6815;6967;16;246;303;941;1236;3256;2745;2828;1130;659;454;0
24570;PE;JABOATÃO DOS GUARARAPES;443854;238976;204433;445;1434;3817;24519;38353;100179;96583;107385;39997;19416;12131;40
23302;PE;JAQUEIRA;9908;4960;4946;2;188;259;769;1011;2514;1870;1876;694;455;270;2
24597;PE;JATAÚBA;13987;7074;6909;4;265;319;1032;1444;3200;2374;2744;1217;835;556;1
23264;PE;JATOBÁ;9503;5074;4429;0;180;209;673;773;2113;1952;2088;941;455;118;1
24619;PE;JOÃO ALFREDO;23873;12557;11292;24;391;473;1688;2278;5472;4577;4776;2395;1340;483;0
24635;PE;JOAQUIM NABUCO;13088;6603;6481;4;273;306;1016;1370;3384;2645;2491;917;527;156;3
23124;PE;JUCATI;8670;4472;4198;0;204;263;690;795;2060;1712;1645;809;398;93;1
24651;PE;JUPI;10748;5712;5036;0;144;235;827;1026;2519;1987;2274;1046;563;126;1
24678;PE;JUREMA;11173;5720;5453;0;286;337;947;1106;2309;2020;2213;1059;673;223;0
24694;PE;LAGOA DE ITAENGA;18129;9489;8628;12;267;360;1247;1682;4482;3732;3614;1570;814;360;1
23027;PE;LAGOA DO CARRO;14049;7305;6737;7;221;293;828;1240;3134;3076;3015;1201;627;414;0
24716;PE;LAGOA DO OURO;10796;5532;5262;2;171;250;850;1012;2412;2056;2058;1061;657;268;1
24732;PE;LAGOA DOS GATOS;12427;6349;6074;4;175;215;855;1100;2594;2275;2504;1261;783;665;0
23183;PE;LAGOA GRANDE;18647;9257;9381;9;333;411;1388;1717;4575;3629;3831;1303;816;642;2
24759;PE;LAJEDO;25730;14340;11390;0;351;548;1775;2362;6044;5192;5478;2547;1192;241;0
24775;PE;LIMOEIRO;40764;22490;18274;0;498;730;2617;3448;8727;8582;9874;4318;1633;335;2
